recorded_at,device_name,power_kwh,water_m3,gas_m3
2025-04-11 10:21:28,988,232
2025-04-11 10:21:28,988,232
2025-04-11 10:21:28,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:29,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:30,988,232
2025-04-11 10:21:31,988,232
2025-04-11 10:21:31,988,232
2025-04-11 10:21:31,988,232
2025-04-11 10:21:31,988,232
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:31,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:32,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:33,988,235
2025-04-11 10:21:34,988,235
2025-04-11 10:21:34,988,235
2025-04-11 10:21:34,988,235
2025-04-11 10:21:34,988,235
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:34,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:35,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:36,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:37,988,239
2025-04-11 10:21:38,988,239
2025-04-11 10:21:38,988,239
2025-04-11 10:21:38,988,239
2025-04-11 10:21:38,988,239
2025-04-11 10:21:38,988,239
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:38,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:39,988,241
2025-04-11 10:21:40,988,241
2025-04-11 10:21:40,988,241
2025-04-11 10:21:40,988,241
2025-04-11 10:21:40,988,241
2025-04-11 10:21:40,988,241
2025-04-11 10:21:40,988,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:40,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:41,989,241
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:52,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,239
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:53,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:54,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:55,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:56,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,238
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:57,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:58,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,988,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:21:59,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:00,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,237
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:01,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:02,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:03,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,239
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:04,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:05,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:22:06,989,241
2025-04-11 10:28:02,1002,244
2025-04-11 10:28:09,1002,239
2025-04-11 10:28:14,1002,238
2025-04-11 10:28:19,1002,239
2025-04-11 10:28:24,1002,244
2025-04-11 10:28:29,1002,247
2025-04-11 10:28:34,1002,249
2025-04-11 10:28:39,1002,254
2025-04-11 10:28:44,1002,255
2025-04-11 10:28:49,1003,257
2025-04-11 10:28:54,1003,256
2025-04-11 10:28:59,1002,254
2025-04-11 10:29:04,1003,252
2025-04-11 10:29:09,1003,251
2025-04-11 10:29:14,1003,250
2025-04-11 10:29:19,1003,250
2025-04-11 10:29:24,1004,251
2025-04-11 10:29:29,1005,251
2025-04-11 10:30:13,1006,262
2025-04-11 10:30:18,1006,261
2025-04-11 10:30:23,1006,261
2025-04-11 10:30:28,1006,264
2025-04-11 10:30:33,1006,269
2025-04-11 10:30:38,1007,271
2025-04-11 10:30:43,1007,273
2025-04-11 10:30:48,1008,276
2025-04-11 10:30:53,1008,278
2025-04-11 10:30:58,1008,277
2025-04-11 10:31:03,1008,275
2025-04-11 10:31:08,1010,271
2025-04-11 10:31:14,1010,261
2025-04-11 10:31:19,1010,256
2025-04-11 10:31:24,1010,252
2025-04-11 10:31:29,1011,245
2025-04-11 10:31:34,1011,243
2025-04-11 10:31:39,1012,240
2025-04-11 10:31:44,1012,240
2025-04-11 10:31:49,1011,240
2025-04-11 10:31:54,1011,242
2025-04-11 10:31:59,1011,245
2025-04-11 10:32:04,1011,245
2025-04-11 10:32:09,1011,246
2025-04-11 10:32:15,1010,248
2025-04-11 10:32:20,1011,251
2025-04-11 10:32:25,1011,252
2025-04-11 10:32:30,1011,256
2025-04-11 10:32:35,1011,256
2025-04-11 10:32:40,1011,256
2025-04-11 10:32:45,1011,256
2025-04-11 10:32:50,1011,256
2025-04-11 10:32:55,1011,256
2025-04-11 10:33:00,1012,254
2025-04-11 10:33:05,1013,254
2025-04-11 10:33:11,1012,253
2025-04-11 10:33:16,1013,254
2025-04-11 10:33:21,1014,254
2025-04-11 10:33:26,1015,252
2025-04-11 10:33:31,1015,252
2025-04-11 10:33:36,1018,254
2025-04-11 10:33:41,1018,259
2025-04-11 10:34:13,1019,271
2025-04-11 10:34:13,1019,271
2025-04-11 10:34:13,1019,271
2025-04-11 10:34:13,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:14,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,271
2025-04-11 10:34:15,1019,270
2025-04-11 10:34:15,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:16,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:17,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:18,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,270
2025-04-11 10:34:19,1019,271
2025-04-11 10:34:19,1019,271
2025-04-11 10:34:19,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:20,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:21,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:22,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,271
2025-04-11 10:34:23,1019,270
2025-04-11 10:34:23,1019,270
2025-04-11 10:34:23,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:24,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
2025-04-11 10:34:25,1019,270
